experiment_id,run_id,seed,variant,downstream_capability,failure_scenario,failure_probability,concurrency,operation_id,attempt_id,service,tool_name,request_hash,measured,event_type,timestamp,duration_ms,result_status,http_status,final_state,replayed,reconciled,downstream_effect_id
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,7000,V0,C0,F3,0.1,50,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_01,agent-simulator,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,agent_attempt,1788684797.8739772,31.453,504,504,,False,False,
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,7000,V0,C0,F3,0.1,50,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_02,agent-simulator,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,agent_attempt,1788684797.914788,24.445,504,504,,False,False,
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,7000,V0,C0,F3,0.1,50,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_03,agent-simulator,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,agent_attempt,1788684797.973721,32.776,504,504,,False,False,
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,7000,V0,C0,F3,0.1,50,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_04,agent-simulator,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,agent_attempt,1788684798.0422552,25.938,504,504,,False,False,
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,7000,V0,C0,F3,0.1,50,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_05,agent-simulator,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,agent_attempt,1788684798.1530821,27.373,504,504,,False,False,
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,,,,,,,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_01,payment-service,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,downstream_execute,1788684797.86623,,OK,,,False,False,305007ea-53fb-4fb3-8a70-bd28ddac4255
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,,,,,,,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_02,payment-service,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,downstream_execute,1788684797.903444,,OK,,,False,False,54413020-ab2e-41a5-97c2-4858d6ddae7e
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,,,,,,,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_03,payment-service,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,downstream_execute,1788684797.954664,,OK,,,False,False,fd297389-c5d8-409f-b0d3-db9a8a05c479
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,,,,,,,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_04,payment-service,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,downstream_execute,1788684798.034325,,OK,,,False,False,c5160fb2-0618-48ae-b808-08342281ac40
CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_1788684795088,,,,,,,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000,CHARGEPAYMENT_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_05,payment-service,charge_payment,806c00c71794e7bcb6752856393d39cc98e92feae0471ac4eadc1905bd9a491b,True,downstream_execute,1788684798.145627,,OK,,,False,False,963f1464-c690-4edb-8f38-3c855f5e4baa
