experiment_id,run_id,seed,variant,downstream_capability,failure_scenario,failure_probability,concurrency,operation_id,attempt_id,service,tool_name,request_hash,measured,event_type,timestamp,duration_ms,result_status,http_status,final_state,replayed,reconciled,downstream_effect_id
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,7000,V0,C0,F3,0.1,50,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_01,agent-simulator,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,agent_attempt,1788701818.609144,46.919,504,504,,False,False,
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,7000,V0,C0,F3,0.1,50,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_02,agent-simulator,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,agent_attempt,1788701818.6477828,27.828,504,504,,False,False,
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,7000,V0,C0,F3,0.1,50,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_03,agent-simulator,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,agent_attempt,1788701818.695102,27.043,504,504,,False,False,
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,7000,V0,C0,F3,0.1,50,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_04,agent-simulator,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,agent_attempt,1788701818.770827,29.083,504,504,,False,False,
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,7000,V0,C0,F3,0.1,50,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_05,agent-simulator,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,agent_attempt,1788701818.8830998,24.37,504,504,,False,False,
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,,,,,,,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_01,notification-service,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,downstream_execute,1788701818.601487,,OK,,,False,False,57b8e048-bec8-47cc-8b8a-bcd5f549bf6b
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,,,,,,,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_02,notification-service,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,downstream_execute,1788701818.64187,,OK,,,False,False,bcb9d71e-7d75-4ddb-8960-daf4c6e80011
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,,,,,,,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_03,notification-service,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,downstream_execute,1788701818.687734,,OK,,,False,False,12ec15ec-6db3-46bd-addb-d3983ef3a23d
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,,,,,,,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_04,notification-service,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,downstream_execute,1788701818.76109,,OK,,,False,False,04c6e1ef-0775-4e64-b677-58c79820196c
SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_1788701815826,,,,,,,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000,SENDNOTIFICATION_V0_C0_F3_P10_C50_S7000_OP_00001000_ATTEMPT_05,notification-service,send_notification,cb2863e1410ab4b1f274c0156e40ffe31c28d1f0e338876a5806779254de79ff,True,downstream_execute,1788701818.877629,,OK,,,False,False,9845c0e2-0185-427a-b250-d8c284ef5cb7
